startDateTime,site_no,tz_cd,NH4_mgL_remark_cd,NH4_mgL,NH4_mgL_dqi_cd,NH4_mgL_rpt_level_va,NH4_mgL_rpt_lev_cd,NO2_mgL_remark_cd,NO2_mgL,NO2_mgL_dqi_cd,NO2_mgL_rpt_lev_va,NO2_mgL_rpt_lev_cd,NO3_NO2_mgL_remark_cd,NO3_NO2_mgL,NO3_NO2_mgL_dqi_cd,NO3_NO2_mgL_rpt_lev_va,NO3_NO2_mgL_rpt_lev_cd,Ortho_PO4_mgL_remark_cd,Ortho_PO4_mgL,Ortho_PO4_mgL_dqi_cd,Ortho_PO4_mgL_rpt_lev_va,Ortho_PO4_mgL_rpt_lev_cd,TDN_mgL_remark_cd,TDN_mgL,TDN_mgL_dqi_cd,TDN_mgL_rpt_lev_va,TDN_mgL_rpt_lev_cd,Chla_ugL_remark_cd,Chla_ugL,Chla_ugL_dqi_cd,Chla_ugL_rpt_lev_va,Chla_ugL_rpt_lev_cd,Phaeo_ugL_remark_cd,Phaeo_ugL,Phaeo_ugL_dqi_cd,Phaeo_ugL_rpt_lev_va,Phaeo_ugL_rpt_lev_cd,DOC_mgL_remark_cd,DOC_mgL,DOC_mgL_dqi_cd,DOC_mgL_rpt_lev_va,DOC_mgL_rpt_lev_cd,A254_remark_cd,A254,A254_dqi_cd,A254_rpt_lev_va,A254_rpt_lev_cd,SUVA_remark_cd,SUVA,SUVA_dqi_cd,SUVA_rpt_lev_va,SUVA_rpt_lev_cd
2010-10-25T19:10:00Z,11303500,UTC,NA,0.37,R,0.01,LT-MDL,NA,0.01,R,0.001,LT-MDL,NA,1.51,R,0.02,LT-MDL,NA,0.11,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-25T19:15:00Z,11303500,UTC,NA,0.17,R,0.01,LT-MDL,NA,0.01,R,0.001,LT-MDL,NA,1.51,R,0.02,LT-MDL,NA,0.11,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,R,0.15,LT-MDL,NA,0.09,R,0.005,LT-MDL,NA,2.9,R,NA,NA
2010-11-08T19:50:00Z,11303500,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.01,R,0.001,LT-MDL,NA,1.7,R,0.02,LT-MDL,NA,0.13,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-12-14T19:40:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.004,R,0.001,LT-MDL,NA,0.63,R,0.02,LT-MDL,NA,0.08,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-12-14T19:45:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.004,R,0.001,LT-MDL,NA,0.63,R,0.02,LT-MDL,NA,0.05,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41,R,0.15,LT-MDL,NA,0.07,R,0.005,LT-MDL,NA,2.9,R,NA,NA
2010-12-29T19:30:00Z,11303500,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.007,R,0.001,LT-MDL,NA,0.31,R,0.02,LT-MDL,NA,0.06,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-12-29T19:35:00Z,11303500,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.006,R,0.001,LT-MDL,NA,0.31,R,0.02,LT-MDL,NA,0.06,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52,R,0.15,LT-MDL,NA,0.17,R,0.005,LT-MDL,NA,3.8,R,NA,NA
2011-01-13T19:20:00Z,11303500,UTC,NA,0.04,R,0.01,LT-MDL,NA,0.008,R,0.001,LT-MDL,NA,0.54,R,0.02,LT-MDL,NA,0.07,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-13T19:25:00Z,11303500,UTC,NA,0.04,R,0.01,LT-MDL,NA,0.008,R,0.001,LT-MDL,NA,0.54,R,0.02,LT-MDL,NA,0.07,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91,R,0.15,LT-MDL,NA,0.22,R,0.005,LT-MDL,NA,4.5,R,NA,NA
2011-01-25T19:30:00Z,11303500,UTC,NA,0.02,R,0.01,LT-MDL,NA,0.005,R,0.001,LT-MDL,NA,0.39,R,0.02,LT-MDL,NA,0.06,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-25T19:35:00Z,11303500,UTC,NA,0.02,R,0.01,LT-MDL,NA,0.005,R,0.001,LT-MDL,NA,0.39,R,0.02,LT-MDL,NA,0.06,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.67,R,0.15,LT-MDL,NA,0.14,R,0.005,LT-MDL,NA,3.8,R,NA,NA
2011-02-09T19:20:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.003,R,0.001,LT-MDL,NA,0.37,R,0.02,LT-MDL,NA,0.03,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-09T19:25:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.003,R,0.001,LT-MDL,NA,0.37,R,0.02,LT-MDL,NA,0.03,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63,R,0.15,LT-MDL,NA,0.08,R,0.005,LT-MDL,NA,3,R,NA,NA
2011-02-28T19:50:00Z,11303500,UTC,NA,0.07,R,0.01,LT-MDL,NA,0.01,R,0.001,LT-MDL,NA,0.55,R,0.02,LT-MDL,NA,0.06,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-28T19:55:00Z,11303500,UTC,NA,0.07,R,0.01,LT-MDL,NA,0.009,R,0.001,LT-MDL,NA,0.55,R,0.02,LT-MDL,NA,0.06,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.54,R,0.15,LT-MDL,NA,0.15,R,0.005,LT-MDL,NA,4.2,R,NA,NA
2011-03-16T17:30:00Z,11303500,UTC,NA,0.09,R,0.01,LT-MDL,NA,0.01,R,0.001,LT-MDL,NA,0.58,R,0.02,LT-MDL,NA,0.08,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-16T17:35:00Z,11303500,UTC,NA,0.09,R,0.01,LT-MDL,NA,0.01,R,0.001,LT-MDL,NA,0.58,R,0.02,LT-MDL,NA,0.08,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09,R,0.15,LT-MDL,NA,0.1,R,0.005,LT-MDL,NA,3.2,R,NA,NA
2011-03-30T20:10:00Z,11303500,UTC,NA,0.03,R,0.01,LT-MDL,NA,0.01,R,0.001,LT-MDL,NA,0.32,R,0.02,LT-MDL,NA,0.08,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-30T20:15:00Z,11303500,UTC,NA,0.03,R,0.01,LT-MDL,NA,0.01,R,0.001,LT-MDL,NA,0.32,R,0.02,LT-MDL,NA,0.08,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.74,R,0.15,LT-MDL,NA,0.25,R,0.005,LT-MDL,NA,4.4,R,NA,NA
2011-04-19T19:20:00Z,11303500,UTC,NA,0.02,R,0.01,LT-MDL,NA,0.005,R,0.001,LT-MDL,NA,0.13,R,0.02,LT-MDL,NA,0.07,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-19T19:25:00Z,11303500,UTC,NA,0.02,R,0.01,LT-MDL,NA,0.006,R,0.001,LT-MDL,NA,0.13,R,0.02,LT-MDL,NA,0.07,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.43,R,0.15,LT-MDL,NA,0.13,R,0.005,LT-MDL,NA,3.8,R,NA,NA
2011-04-26T18:40:00Z,11303500,UTC,NA,0.04,R,0.01,LT-MDL,NA,0.007,R,0.001,LT-MDL,NA,0.18,R,0.02,LT-MDL,NA,0.08,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-11T18:50:00Z,11303500,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.004,R,0.001,LT-MDL,NA,0.21,R,0.02,LT-MDL,NA,0.07,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-02T19:40:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.003,R,0.001,LT-MDL,NA,0.38,R,0.02,LT-MDL,NA,0.03,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-21T20:00:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.003,R,0.001,LT-MDL,NA,0.36,R,0.02,LT-MDL,NA,0.03,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-21T20:05:00Z,11303500,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.003,R,0.001,LT-MDL,NA,0.36,R,0.02,LT-MDL,NA,0.03,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37,R,0.15,LT-MDL,NA,0.07,R,0.005,LT-MDL,NA,3,R,NA,NA
2011-07-06T18:30:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.007,R,0.001,LT-MDL,NA,0.48,R,0.02,LT-MDL,NA,0.05,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-02T19:20:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.01,R,0.001,LT-MDL,NA,1.01,R,0.02,LT-MDL,NA,0.05,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-09T19:10:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.01,R,0.001,LT-MDL,NA,0.72,R,0.02,LT-MDL,NA,0.04,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-23T19:40:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.006,R,0.001,LT-MDL,NA,0.6,R,0.02,LT-MDL,NA,0.04,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-09-07T19:00:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.006,R,0.001,LT-MDL,NA,0.71,R,0.02,LT-MDL,NA,0.05,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-09-20T18:20:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.007,R,0.001,LT-MDL,NA,1.15,R,0.02,LT-MDL,NA,0.06,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-10-26T17:40:00Z,11303500,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.004,R,0.001,LT-MDL,NA,0.74,R,0.04,IRL,NA,0.05,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-10-26T17:45:00Z,11303500,UTC,<,0.02,R,0.01,LT-MDL,NA,0.004,R,0.001,LT-MDL,NA,0.73,R,0.04,IRL,NA,0.05,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.51,R,0.23,LT-MDL,NA,0.06,R,0.005,LT-MDL,NA,2.4,R,NA,NA
2011-11-22T19:30:00Z,11303500,UTC,NA,0.02,R,0.01,LT-MDL,NA,0.007,R,0.001,LT-MDL,NA,1.39,R,0.04,IRL,NA,0.09,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12-06T20:00:00Z,11303500,UTC,NA,0.04,R,0.01,LT-MDL,NA,0.009,R,0.001,LT-MDL,NA,1.66,R,0.04,IRL,NA,0.09,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12-06T20:05:00Z,11303500,UTC,NA,0.04,R,0.01,LT-MDL,NA,0.01,R,0.001,LT-MDL,NA,1.68,R,0.04,IRL,NA,0.09,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72,R,0.23,LT-MDL,NA,0.08,R,0.005,LT-MDL,NA,2.9,R,NA,NA
2011-12-28T19:30:00Z,11303500,UTC,NA,0.02,R,0.01,LT-MDL,NA,0.009,R,0.001,LT-MDL,NA,1.69,R,0.04,IRL,NA,0.08,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12-28T19:35:00Z,11303500,UTC,NA,0.02,R,0.01,LT-MDL,NA,0.009,R,0.001,LT-MDL,NA,1.7,R,0.04,IRL,NA,0.08,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86,R,0.23,LT-MDL,NA,0.07,R,0.005,LT-MDL,NA,2.4,R,NA,NA
2012-01-04T19:50:00Z,11303500,UTC,NA,0.02,R,0.01,LT-MDL,NA,0.008,R,0.001,LT-MDL,NA,1.74,R,0.04,IRL,NA,0.09,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-04T19:55:00Z,11303500,UTC,NA,0.02,R,0.01,LT-MDL,NA,0.008,R,0.001,LT-MDL,NA,1.74,R,0.04,IRL,NA,0.09,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41,R,0.23,LT-MDL,NA,0.07,R,0.005,LT-MDL,NA,2.9,R,NA,NA
2012-01-19T19:30:00Z,11303500,UTC,NA,0.03,R,0.01,LT-MDL,NA,0.01,R,0.001,LT-MDL,NA,1.36,R,0.04,IRL,NA,0.07,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-19T19:35:00Z,11303500,UTC,NA,0.03,R,0.01,LT-MDL,NA,0.01,R,0.001,LT-MDL,NA,1.37,R,0.04,IRL,NA,0.07,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56,R,0.23,LT-MDL,NA,0.06,R,0.005,LT-MDL,NA,2.3,R,NA,NA
2012-02-07T20:20:00Z,11303500,UTC,NA,0.07,R,0.01,LT-MDL,NA,0.01,R,0.001,LT-MDL,NA,1.67,R,0.04,IRL,NA,0.11,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-07T20:25:00Z,11303500,UTC,NA,0.08,R,0.01,LT-MDL,NA,0.01,R,0.001,LT-MDL,NA,1.68,R,0.04,IRL,NA,0.11,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07,R,0.23,LT-MDL,NA,0.07,R,0.005,LT-MDL,NA,2.3,R,NA,NA
2012-02-21T19:50:00Z,11303500,UTC,NA,0.09,R,0.01,LT-MDL,NA,0.02,R,0.001,LT-MDL,NA,1.82,R,0.04,IRL,NA,0.13,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-21T19:55:00Z,11303500,UTC,NA,0.09,R,0.01,LT-MDL,NA,0.02,R,0.001,LT-MDL,NA,1.82,R,0.04,IRL,NA,0.13,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,R,0.23,LT-MDL,NA,0.09,R,0.005,LT-MDL,NA,2.4,R,NA,NA
2012-03-13T17:50:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.01,R,0.001,LT-MDL,NA,1.71,R,0.04,IRL,NA,0.06,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-13T17:55:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.01,R,0.001,LT-MDL,NA,1.75,R,0.04,IRL,NA,0.06,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34,R,0.23,LT-MDL,NA,0.1,R,0.005,LT-MDL,NA,3,R,NA,NA
2012-03-28T18:30:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.01,R,0.001,LT-MDL,NA,1.93,R,0.04,IRL,NA,0.11,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-28T18:35:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.01,R,0.001,LT-MDL,NA,1.94,R,0.04,IRL,NA,0.11,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.22,R,0.23,LT-MDL,NA,0.1,R,0.005,LT-MDL,NA,2.4,R,NA,NA
2012-04-03T18:00:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.01,R,0.001,LT-MDL,NA,1.58,R,0.04,IRL,NA,0.06,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-16T18:10:00Z,11303500,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.01,R,0.001,LT-MDL,NA,0.99,R,0.04,IRL,NA,0.08,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-16T18:00:00Z,11303500,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.006,R,0.001,LT-MDL,NA,0.63,R,0.04,IRL,NA,0.05,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,R,0.3,MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-16T18:05:00Z,11303500,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.005,R,0.001,LT-MDL,NA,0.64,R,0.04,IRL,NA,0.05,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07,R,0.23,LT-MDL,NA,0.06,R,0.005,LT-MDL,NA,2.9,R,NA,NA
2012-05-30T19:00:00Z,11303500,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.01,R,0.001,LT-MDL,NA,1,R,0.04,IRL,NA,0.05,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,R,0.3,MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-06T19:00:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.01,R,0.001,LT-MDL,NA,1.68,R,0.04,IRL,NA,0.07,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,R,0.3,MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-21T19:30:00Z,11303500,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.01,R,0.001,LT-MDL,NA,0.73,R,0.04,IRL,NA,0.04,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,R,0.3,MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-21T19:35:00Z,11303500,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.01,R,0.001,LT-MDL,NA,0.75,R,0.04,IRL,NA,0.03,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,R,0.23,LT-MDL,NA,0.07,R,0.005,LT-MDL,NA,3,R,NA,NA
2012-07-02T19:00:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.02,R,0.001,LT-MDL,NA,1.01,R,0.04,IRL,NA,0.04,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,R,0.3,MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-23T20:00:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.03,R,0.001,LT-MDL,NA,1.62,R,0.04,IRL,NA,0.05,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-08T18:50:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.03,R,0.001,LT-MDL,NA,1.53,R,0.04,IRL,NA,0.06,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,R,0.3,MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-08T18:55:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.03,R,0.001,LT-MDL,NA,1.57,R,0.04,IRL,NA,0.06,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62,R,0.23,LT-MDL,NA,0.08,R,0.005,LT-MDL,NA,3.1,R,NA,NA
2012-08-23T19:30:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.02,R,0.001,LT-MDL,NA,1.92,R,0.04,IRL,NA,0.08,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,R,0.3,MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-06T21:00:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.02,R,0.001,LT-MDL,NA,1.97,R,0.04,IRL,NA,0.08,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,R,0.3,MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-20T17:10:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.02,R,0.001,LT-MDL,NA,2.29,R,0.04,IRL,NA,0.1,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,R,0.3,MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-17T18:40:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.01,R,0.001,LT-MDL,NA,1.61,R,0.04,LT-MDL,NA,0.08,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52,R,0.23,LT-MDL,NA,0.06,R,0.005,LT-MDL,NA,2.4,R,NA,NA
2012-11-14T19:10:00Z,11303500,UTC,<,0.01,R,0.01,LT-MDL,NA,0.008,R,0.001,LT-MDL,NA,1.93,R,0.04,LT-MDL,NA,0.12,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03,R,0.23,LT-MDL,NA,0.09,R,0.005,LT-MDL,NA,3,R,NA,NA
