startDateTime,site_no,tz_cd,NH4_mgL_remark_cd,NH4_mgL,NH4_mgL_dqi_cd,NH4_mgL_rpt_level_va,NH4_mgL_rpt_lev_cd,NO2_mgL_remark_cd,NO2_mgL,NO2_mgL_dqi_cd,NO2_mgL_rpt_lev_va,NO2_mgL_rpt_lev_cd,NO3_NO2_mgL_remark_cd,NO3_NO2_mgL,NO3_NO2_mgL_dqi_cd,NO3_NO2_mgL_rpt_lev_va,NO3_NO2_mgL_rpt_lev_cd,Ortho_PO4_mgL_remark_cd,Ortho_PO4_mgL,Ortho_PO4_mgL_dqi_cd,Ortho_PO4_mgL_rpt_lev_va,Ortho_PO4_mgL_rpt_lev_cd,TDN_mgL_remark_cd,TDN_mgL,TDN_mgL_dqi_cd,TDN_mgL_rpt_lev_va,TDN_mgL_rpt_lev_cd,Chla_ugL_remark_cd,Chla_ugL,Chla_ugL_dqi_cd,Chla_ugL_rpt_lev_va,Chla_ugL_rpt_lev_cd,Phaeo_ugL_remark_cd,Phaeo_ugL,Phaeo_ugL_dqi_cd,Phaeo_ugL_rpt_lev_va,Phaeo_ugL_rpt_lev_cd,DOC_mgL_remark_cd,DOC_mgL,DOC_mgL_dqi_cd,DOC_mgL_rpt_lev_va,DOC_mgL_rpt_lev_cd,A254_remark_cd,A254,A254_dqi_cd,A254_rpt_lev_va,A254_rpt_lev_cd,SUVA_remark_cd,SUVA,SUVA_dqi_cd,SUVA_rpt_lev_va,SUVA_rpt_lev_cd
2010-10-26T19:40:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.004,R,0.001,LT-MDL,NA,0.18,R,0.02,LT-MDL,NA,0.04,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-26T19:45:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.004,R,0.001,LT-MDL,NA,0.2,R,0.008,LT-MDL,NA,0.04,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17,R,0.15,LT-MDL,NA,0.07,R,0.005,LT-MDL,NA,3.2,R,NA,NA
2010-11-09T20:30:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.13,R,0.02,LT-MDL,NA,0.03,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-12-15T19:50:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.13,R,0.02,LT-MDL,NA,0.02,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-12-15T19:55:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.14,R,0.008,LT-MDL,NA,0.02,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84,R,0.15,LT-MDL,NA,0.08,R,0.005,LT-MDL,NA,2.8,R,NA,NA
2010-12-28T19:10:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,NA,0.003,R,0.001,LT-MDL,NA,0.16,R,0.02,LT-MDL,NA,0.03,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-12-28T19:15:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,NA,0.003,R,0.001,LT-MDL,NA,0.16,R,0.008,LT-MDL,NA,0.03,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.57,R,0.15,LT-MDL,NA,0.11,R,0.005,LT-MDL,NA,4.3,R,NA,NA
2011-01-11T18:40:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.18,R,0.02,LT-MDL,NA,0.03,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-11T18:45:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.18,R,0.008,LT-MDL,NA,0.03,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12,R,0.15,LT-MDL,NA,0.07,R,0.005,LT-MDL,NA,3.3,R,NA,NA
2011-01-26T19:45:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.16,R,0.008,LT-MDL,NA,0.02,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38,R,0.15,LT-MDL,NA,0.06,R,0.005,LT-MDL,NA,2.5,R,NA,NA
2011-02-10T18:50:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.12,R,0.02,LT-MDL,NA,0.02,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-10T18:55:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.12,R,0.008,LT-MDL,NA,0.02,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.51,R,0.15,LT-MDL,NA,0.08,R,0.005,LT-MDL,NA,2.3,R,NA,NA
2011-02-22T21:50:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.16,R,0.02,LT-MDL,NA,0.02,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-22T21:55:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.16,R,0.008,LT-MDL,NA,0.02,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34,R,0.15,LT-MDL,NA,0.18,R,0.005,LT-MDL,NA,5.4,R,NA,NA
2011-03-15T17:30:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.12,R,0.02,LT-MDL,NA,0.01,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-15T17:35:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.13,R,0.008,LT-MDL,NA,0.01,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86,R,0.15,LT-MDL,NA,0.07,R,0.005,LT-MDL,NA,3.8,R,NA,NA
2011-04-20T18:10:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.11,R,0.02,LT-MDL,NA,0.02,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-20T18:15:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.1,R,0.008,LT-MDL,NA,0.02,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84,R,0.15,LT-MDL,NA,0.04,R,0.005,LT-MDL,NA,2.2,R,NA,NA
2011-05-12T18:00:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,<,0.001,R,0.001,LT-MDL,NA,0.04,R,0.02,LT-MDL,NA,0.01,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-12T18:05:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,<,0.001,R,0.001,LT-MDL,NA,0.02,R,0.008,LT-MDL,NA,0.008,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57,R,0.15,LT-MDL,NA,0.04,R,0.005,LT-MDL,NA,2.5,R,NA,NA
2011-05-23T20:00:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.06,R,0.02,LT-MDL,NA,0.01,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-07T20:30:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,<,0.001,R,0.001,LT-MDL,NA,0.07,R,0.02,LT-MDL,<,0.004,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-23T17:30:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.04,R,0.02,LT-MDL,NA,0.01,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-23T17:35:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.03,R,0.008,LT-MDL,NA,0.01,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,R,0.15,LT-MDL,NA,0.04,R,0.005,LT-MDL,NA,2.7,R,NA,NA
2011-07-05T18:30:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.07,R,0.02,LT-MDL,NA,0.02,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-28T16:30:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.05,R,0.02,LT-MDL,NA,0.02,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-10T19:20:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,<,0.001,R,0.001,LT-MDL,NA,0.06,R,0.02,LT-MDL,NA,0.03,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-10T19:25:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,<,0.001,R,0.001,LT-MDL,NA,0.06,R,0.008,LT-MDL,NA,0.03,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57,R,0.15,LT-MDL,NA,0.05,R,0.005,LT-MDL,NA,3.2,R,NA,NA
2011-09-08T18:30:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,NA,0.001,R,0.001,LT-MDL,NA,0.06,R,0.02,LT-MDL,NA,0.03,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-10-25T18:30:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.001,R,0.001,LT-MDL,NA,0.09,R,0.01,IRL,NA,0.02,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54,R,0.23,LT-MDL,NA,0.03,R,0.005,LT-MDL,NA,1.9,R,NA,NA
2011-12-08T19:45:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.07,R,0.01,IRL,NA,0.02,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,R,0.23,LT-MDL,NA,0.05,R,0.005,LT-MDL,NA,2.2,R,NA,NA
2011-12-29T19:35:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.1,R,0.01,IRL,NA,0.02,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97,R,0.23,LT-MDL,NA,0.05,R,0.005,LT-MDL,NA,2.5,R,NA,NA
2012-01-05T19:35:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,<,0.001,R,0.001,LT-MDL,NA,0.09,R,0.01,IRL,NA,0.03,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09,R,0.23,LT-MDL,NA,0.06,R,0.005,LT-MDL,NA,2.9,R,NA,NA
2012-01-18T21:35:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,NA,0.003,R,0.001,LT-MDL,NA,0.1,R,0.01,IRL,NA,0.03,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71,R,0.23,LT-MDL,NA,0.05,R,0.005,LT-MDL,NA,2.9,R,NA,NA
2012-02-09T21:35:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.29,R,0.01,IRL,NA,0.03,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69,R,0.23,LT-MDL,NA,0.09,R,0.005,LT-MDL,NA,3.3,R,NA,NA
2012-02-23T18:55:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,NA,0.001,R,0.001,LT-MDL,NA,0.1,R,0.01,IRL,NA,0.02,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33,R,0.23,LT-MDL,NA,0.06,R,0.005,LT-MDL,NA,2.6,R,NA,NA
2012-03-15T19:35:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.005,R,0.001,LT-MDL,NA,0.11,R,0.01,IRL,NA,0.03,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97,R,0.23,LT-MDL,NA,0.05,R,0.005,LT-MDL,NA,2.5,R,NA,NA
2012-04-18T17:55:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.001,R,0.001,LT-MDL,NA,0.11,R,0.01,IRL,NA,0.03,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48,R,0.23,LT-MDL,NA,0.14,R,0.005,LT-MDL,NA,4,R,NA,NA
2012-05-17T18:35:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,<,0.001,R,0.001,LT-MDL,NA,0.01,R,0.01,IRL,NA,0.01,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,R,0.23,LT-MDL,NA,0.04,R,0.005,LT-MDL,NA,2.7,R,NA,NA
2012-06-12T18:05:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,<,0.001,R,0.001,LT-MDL,NA,0.04,R,0.01,IRL,NA,0.02,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,R,0.23,LT-MDL,NA,0.05,R,0.005,LT-MDL,NA,2.9,R,NA,NA
2012-08-07T18:05:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,<,0.001,R,0.001,LT-MDL,NA,0.02,R,0.01,IRL,NA,0.01,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62,R,0.23,LT-MDL,NA,0.1,R,0.005,LT-MDL,NA,3.8,R,NA,NA
2012-10-18T19:20:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.09,R,0.04,LT-MDL,NA,0.02,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,R,0.23,LT-MDL,NA,0.04,R,0.005,LT-MDL,NA,2.7,R,NA,NA
2012-12-04T19:20:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.003,R,0.001,LT-MDL,NA,0.34,R,0.04,LT-MDL,NA,0.03,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.76,R,0.23,LT-MDL,NA,0.27,R,0.005,LT-MDL,NA,4,R,NA,NA
2012-12-19T22:30:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,NA,0.003,R,0.001,LT-MDL,NA,0.23,R,0.04,LT-MDL,NA,0.04,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06,R,0.23,LT-MDL,NA,0.11,R,0.005,LT-MDL,NA,3.6,R,NA,NA
2013-01-08T21:30:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.003,R,0.001,LT-MDL,NA,0.32,R,0.04,LT-MDL,NA,0.04,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11,R,0.23,LT-MDL,NA,0.1,R,0.005,LT-MDL,NA,3.2,R,NA,NA
2013-01-22T21:30:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.19,R,0.04,LT-MDL,NA,0.03,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06,R,0.23,LT-MDL,NA,0.06,R,0.005,LT-MDL,NA,2.9,R,NA,NA
2013-02-05T20:40:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,NA,0.001,R,0.001,LT-MDL,NA,0.15,R,0.04,LT-MDL,NA,0.03,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03,R,0.23,LT-MDL,NA,0.06,R,0.005,LT-MDL,NA,3,R,NA,NA
2013-02-19T17:50:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.14,R,0.04,LT-MDL,NA,0.02,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,R,0.23,LT-MDL,NA,0.05,R,0.005,LT-MDL,NA,2.6,R,NA,NA
2013-03-12T18:30:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,<,0.001,R,0.001,LT-MDL,NA,0.21,R,0.04,LT-MDL,NA,0.02,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52,R,0.23,LT-MDL,NA,0.04,R,0.005,LT-MDL,NA,2.6,R,NA,NA
2013-04-11T18:00:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.15,R,0.04,LT-MDL,NA,0.03,R,0.004,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78,R,0.23,LT-MDL,NA,0.06,R,0.005,LT-MDL,NA,3.4,R,NA,NA
2013-05-16T18:30:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.07,R,0.04,LT-MDL,NA,0.03,R,0.004,LT-MDL,NA,0.18,R,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59,R,0.23,LT-MDL,NA,0.05,R,0.005,LT-MDL,NA,3.1,R,NA,NA
2013-05-30T18:00:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,NA,0.003,R,0.001,LT-MDL,NA,0.12,R,0.04,LT-MDL,NA,0.04,R,0.004,LT-MDL,NA,0.27,R,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64,R,0.23,LT-MDL,NA,0.03,R,0.005,LT-MDL,NA,1.8,R,NA,NA
2013-06-04T19:30:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.06,R,0.04,LT-MDL,NA,0.04,R,0.004,LT-MDL,NA,0.24,R,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74,R,0.23,LT-MDL,NA,0.05,R,0.005,LT-MDL,NA,2.9,R,NA,NA
2013-06-26T19:00:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.06,R,0.04,LT-MDL,NA,0.03,R,0.004,LT-MDL,NA,0.14,R,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51,R,0.23,LT-MDL,NA,0.04,R,0.005,LT-MDL,NA,2.6,R,NA,NA
2013-07-29T19:30:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,<,0.001,R,0.001,LT-MDL,<,0.04,R,0.04,LT-MDL,NA,0.03,R,0.004,LT-MDL,NA,0.1,R,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61,R,0.23,LT-MDL,NA,0.04,R,0.005,LT-MDL,NA,2.5,R,NA,NA
2013-08-12T20:30:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,<,0.001,R,0.001,LT-MDL,<,0.04,R,0.04,LT-MDL,NA,0.02,R,0.004,LT-MDL,NA,0.1,R,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,R,0.23,LT-MDL,NA,0.04,R,0.005,LT-MDL,NA,2.9,R,NA,NA
2013-10-23T20:00:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.001,R,0.001,LT-MDL,NA,0.07,R,0.04,LT-MDL,NA,0.02,R,0.004,LT-MDL,NA,0.13,R,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47,R,0.23,LT-MDL,NA,0.03,R,0.005,LT-MDL,NA,2,R,NA,NA
2013-12-06T21:30:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.1,R,0.04,LT-MDL,NA,0.04,R,0.004,LT-MDL,NA,0.25,R,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16,R,0.23,LT-MDL,NA,0.06,R,0.005,LT-MDL,NA,2.8,R,NA,NA
2014-01-22T19:40:00Z,11447650,UTC,NA,0.6,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.11,R,0.04,LT-MDL,NA,0.08,R,0.004,LT-MDL,NA,0.81,R,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97,R,0.23,LT-MDL,NA,0.04,R,0.005,LT-MDL,NA,2,R,NA,NA
2014-01-28T20:00:00Z,11447650,UTC,NA,0.06,R,0.01,LT-MDL,NA,0.002,R,0.001,LT-MDL,NA,0.16,R,0.04,LT-MDL,NA,0.02,R,0.004,LT-MDL,NA,0.23,R,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-06T18:15:00Z,11447650,UTC,NA,1.03,R,0.01,LT-MDL,NA,NA,NA,NA,NA,NA,0.09,R,0.04,LT-MDL,NA,0.13,R,0.004,LT-MDL,NA,1.37,R,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-06T21:45:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,NA,NA,NA,NA,NA,NA,0.09,R,0.04,LT-MDL,NA,0.03,R,0.004,LT-MDL,NA,0.22,R,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-13T19:30:00Z,11447650,UTC,NA,0.02,R,0.01,LT-MDL,NA,0.009,R,0.001,LT-MDL,NA,0.67,R,0.04,LT-MDL,NA,0.03,R,0.004,LT-MDL,NA,1,R,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33,R,0.23,LT-MDL,NA,0.16,R,0.005,LT-MDL,NA,3.7,R,NA,NA
2014-02-20T19:00:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.004,R,0.001,LT-MDL,NA,0.31,R,0.04,LT-MDL,NA,0.05,R,0.004,LT-MDL,NA,0.52,R,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13,R,0.23,LT-MDL,NA,0.1,R,0.005,LT-MDL,NA,3.2,R,NA,NA
2014-03-14T18:30:00Z,11447650,UTC,<,0.01,R,0.01,LT-MDL,NA,NA,NA,NA,NA,NA,0.28,R,0.04,LT-MDL,NA,0.04,R,0.004,LT-MDL,NA,0.52,R,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-20T18:00:00Z,11447650,UTC,NA,0.01,R,0.01,LT-MDL,NA,0.003,R,0.001,LT-MDL,NA,0.24,R,0.04,LT-MDL,NA,0.04,R,0.004,LT-MDL,NA,0.4,R,0.05,LT-MDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82,R,0.23,LT-MDL,NA,0.07,R,0.005,LT-MDL,NA,2.5,R,NA,NA
